,Num,Chr,Start,Stop,Crossover_sites,Size
11642,3483694,1,7797825,7798124,7797974,299
11643,3483694,1,13982757,13983651,13983204,894
11644,3483694,3,11108169,11108286,11108227,117
11645,3483694,4,799289,799356,799322,67
11646,3483694,4,9969500,9969852,9969676,352
11647,3483694,5,4884968,4885045,4885006,77
11648,3483694,5,15363847,15364453,15364150,606
11649,3483694,5,16307289,16307362,16307325,73
11650,3483695,1,7855896,7855925,7855910,29
11651,3483695,1,11830560,11831571,11831065,1011
11652,3483695,1,22632164,22632212,22632188,48
11653,3483695,2,1867715,1867994,1867854,279
11654,3483695,3,8778814,8779197,8779005,383
11655,3483695,3,17516775,17516945,17516860,170
11656,3483695,3,21387049,21387387,21387218,338
11657,3483695,4,1175430,1175610,1175520,180
11658,3483695,4,7567661,7568261,7567961,600
11659,3483695,5,14916300,14916386,14916343,86
11660,3483695,5,26496382,26496562,26496472,180
11661,3483696,1,21434995,21435005,21435000,10
11662,3483696,3,19710503,19710828,19710665,325
11663,3483696,4,6886477,6886519,6886498,42
11664,3483696,5,557339,557547,557443,208
11665,3483696,5,13865135,13865222,13865178,87
11666,3483696,5,16811855,16812930,16812392,1075
11667,3483697,1,10957222,10957236,10957229,14
11668,3483697,1,28485879,28486451,28486165,572
11669,3483697,4,7130248,7130298,7130273,50
11670,3483697,4,7369626,7370740,7370183,1114
11671,3483697,5,26237555,26238392,26237973,837
11672,3483698,1,18690536,18691598,18691067,1062
11673,3483698,1,19572019,19572450,19572234,431
11674,3483698,1,29369408,29370194,29369801,786
11675,3483698,2,2260830,2261173,2261001,343
11676,3483698,2,4856775,4857030,4856902,255
11677,3483698,2,16108784,16109383,16109083,599
11678,3483698,3,10985735,10986261,10985998,526
11679,3483698,5,25753586,25753717,25753651,131
11680,3483699,1,10921667,10921770,10921718,103
11681,3483699,1,29783647,29783698,29783672,51
11682,3483699,2,6631848,6631851,6631849,3
11683,3483699,2,15493536,15493618,15493577,82
11684,3483699,3,9304363,9305911,9305137,1548
11685,3483699,4,912649,912673,912661,24
11686,3483699,5,17467038,17470213,17468625,3175
11687,3483700,1,4870313,4871395,4870854,1082
11688,3483700,1,16644400,16644602,16644501,202
11689,3483700,1,22996024,22996539,22996281,515
11690,3483700,1,23653311,23653827,23653569,516
11691,3483700,2,384718,386886,385802,2168
11692,3483700,2,6236991,6237302,6237146,311
11693,3483700,3,1627044,1627718,1627381,674
11694,3483700,3,7932528,7933177,7932852,649
11695,3483700,5,3014970,3015920,3015445,950
11696,3483700,5,8948610,8951704,8950157,3094
11697,3483700,5,13894351,13894463,13894407,112
11698,3483701,1,9100273,9100415,9100344,142
11699,3483701,2,1490865,1490901,1490883,36
11700,3483701,2,6033611,6034151,6033881,540
11701,3483701,3,5276150,5276344,5276247,194
11702,3483701,3,8557068,8557632,8557350,564
11703,3483701,3,17201067,17201346,17201206,279
11704,3483701,4,8642145,8643001,8642573,856
11705,3483701,4,10764623,10764655,10764639,32
11706,3483701,5,264290,264742,264516,452
11707,3483701,5,9723133,9723212,9723172,79
11708,3483701,5,17622063,17622883,17622473,820
11709,3483702,1,8912330,8912365,8912347,35
11710,3483702,1,20565838,20566219,20566028,381
11711,3483702,2,1637840,1639955,1638897,2115
11712,3483702,2,14181450,14184854,14183152,3404
11713,3483702,3,5559383,5559812,5559597,429
11714,3483702,3,19987515,19987703,19987609,188
11715,3483702,4,5565022,5565560,5565291,538
11716,3483702,4,7250763,7250928,7250845,165
11717,3483702,5,8194352,8194483,8194417,131
11718,3483702,5,21508095,21508230,21508162,135
11719,3483703,2,7649127,7649292,7649209,165
11720,3483703,3,9713592,9713634,9713613,42
11721,3483703,5,6851266,6852188,6851727,922
11722,3483704,2,6849101,6850123,6849612,1022
11723,3483704,2,14232709,14235208,14233958,2499
11724,3483704,3,19912511,19912525,19912518,14
11725,3483704,4,18008911,18009006,18008958,95
11726,3483704,5,7422658,7422712,7422685,54
11727,3483705,1,8344101,8344436,8344268,335
11728,3483705,1,10656786,10661144,10658965,4358
11729,3483705,2,11501439,11502074,11501756,635
11730,3483705,3,6637420,6639255,6638337,1835
11731,3483705,3,8150786,8150938,8150862,152
11732,3483705,3,9047604,9047798,9047701,194
11733,3483705,3,18116694,18116772,18116733,78
11734,3483705,4,6768148,6768276,6768212,128
11735,3483705,5,761542,761549,761545,7
11736,3483705,5,4565072,4567028,4566050,1956
11737,3483706,1,11665579,11665741,11665660,162
11738,3483706,3,5527214,5527425,5527319,211
11739,3483706,3,19065544,19065963,19065753,419
11740,3483706,4,6950528,6950662,6950595,134
11741,3483706,5,8048585,8048728,8048656,143
11742,3483706,5,14550298,14550961,14550629,663
11743,3483707,1,9973566,9974071,9973818,505
11744,3483707,2,6303782,6304391,6304086,609
11745,3483707,2,7768581,7769226,7768903,645
11746,3483707,2,10611500,10611537,10611518,37
11747,3483707,3,19912374,19912525,19912449,151
11748,3483707,3,23295485,23296658,23296071,1173
11749,3483707,4,1240217,1240867,1240542,650
11750,3483707,5,1103542,1104106,1103824,564
11751,3483707,5,10609655,10609699,10609677,44
11752,3483707,5,18557599,18557635,18557617,36
11753,3483707,5,18976332,18976436,18976384,104
11754,3483708,1,4402197,4404164,4403180,1967
11755,3483708,2,17198028,17198595,17198311,567
11756,3483708,3,15761146,15761204,15761175,58
11757,3483708,4,5337911,5338242,5338076,331
11758,3483709,1,4873250,4873347,4873298,97
11759,3483709,1,17354781,17357506,17356143,2725
11760,3483709,2,298887,302250,300568,3363
11761,3483709,2,856927,858322,857624,1395
11762,3483709,2,7292958,7295608,7294283,2650
11763,3483709,3,949734,951135,950434,1401
11764,3483709,3,18704643,18704749,18704696,106
11765,3483709,4,16423900,16423901,16423900,1
11766,3483709,5,14874246,14874306,14874276,60
11767,3483710,1,7540370,7540910,7540640,540
11768,3483710,1,23562607,23564268,23563437,1661
11769,3483710,1,25212109,25213272,25212690,1163
11770,3483710,2,14071347,14072757,14072052,1410
11771,3483710,3,8021754,8022045,8021899,291
11772,3483710,3,10189945,10189992,10189968,47
11773,3483710,4,971679,972197,971938,518
11774,3483710,4,15965053,15965168,15965110,115
11775,3483710,5,13711213,13750806,13731009,39593
11776,3483711,1,10331208,10334847,10333027,3639
11777,3483711,1,25830749,25831057,25830903,308
11778,3483711,2,18763304,18763686,18763495,382
11779,3483711,3,10859075,10859236,10859155,161
11780,3483711,3,16154175,16154236,16154205,61
11781,3483711,5,17907870,17908213,17908041,343
11782,3483712,1,7780266,7781619,7780942,1353
11783,3483712,1,27106192,27106935,27106563,743
11784,3483712,2,101579,102250,101914,671
11785,3483712,2,15844484,15845465,15844974,981
11786,3483712,2,17980299,17980410,17980354,111
11787,3483712,3,2479813,2480870,2480341,1057
11788,3483712,3,4141096,4145422,4143259,4326
11789,3483712,3,11139333,11139376,11139354,43
11790,3483712,3,18519457,18520396,18519926,939
11791,3483712,3,22099340,22099699,22099519,359
11792,3483712,4,6881640,6882438,6882039,798
11793,3483712,4,10972435,10973055,10972745,620
11794,3483712,5,764523,764809,764666,286
11795,3483712,5,2934996,2935997,2935496,1001
11796,3483712,5,15831826,15831930,15831878,104
11797,3483712,5,22315086,22315218,22315152,132
11798,3483713,1,10582668,10583074,10582871,406
11799,3483713,1,24599043,24599659,24599351,616
11800,3483713,3,1335251,1335417,1335334,166
11801,3483713,3,11302493,11302662,11302577,169
11802,3483713,3,18741756,18742329,18742042,573
11803,3483713,4,718116,718290,718203,174
11804,3483713,4,7339627,7339751,7339689,124
11805,3483713,5,7922359,7922373,7922366,14
11806,3483713,5,9091571,9092100,9091835,529
11807,3483714,1,1288787,1293180,1290983,4393
11808,3483714,1,22017771,22018437,22018104,666
11809,3483714,2,11799774,11800172,11799973,398
11810,3483714,3,1068777,1069706,1069241,929
11811,3483714,3,15360296,15360391,15360343,95
11812,3483714,4,6270306,6270638,6270472,332
11813,3483714,4,12128069,12128272,12128170,203
11814,3483714,5,10814695,10814894,10814794,199
11815,3483715,1,3521992,3522557,3522274,565
11816,3483715,1,4289556,4290013,4289784,457
11817,3483715,1,17602223,17604404,17603313,2181
11818,3483715,1,23359512,23359975,23359743,463
11819,3483715,4,1309390,1309503,1309446,113
11820,3483715,4,6934061,6934066,6934063,5
11821,3483715,5,4807838,4807911,4807874,73
11822,3483715,5,26352208,26352224,26352216,16
11823,3483716,1,7604427,7605328,7604877,901
11824,3483716,1,8870262,8870313,8870287,51
11825,3483716,1,19928828,19928961,19928894,133
11826,3483716,4,302670,303969,303319,1299
11827,3483716,5,20634621,20634754,20634687,133
11828,3483717,2,17163429,17164634,17164031,1205
11829,3483717,3,10153943,10153971,10153957,28
11830,3483717,3,17442527,17442557,17442542,30
11831,3483717,4,1031019,1031358,1031188,339
11832,3483717,4,13217351,13217586,13217468,235
11833,3483717,5,23674897,23676602,23675749,1705
11834,3483718,1,3875710,3877605,3876657,1895
11835,3483718,1,9800316,9800852,9800584,536
11836,3483718,1,22365299,22365804,22365551,505
11837,3483718,2,224081,224871,224476,790
11838,3483718,2,13512709,13512827,13512768,118
11839,3483718,3,8233255,8233800,8233527,545
11840,3483718,3,10590791,10590850,10590820,59
11841,3483718,5,7902859,7902871,7902865,12
11842,3483719,2,11544384,11544415,11544399,31
11843,3483719,3,17331755,17333376,17332565,1621
11844,3483719,3,17333376,17333443,17333409,67
11845,3483720,1,24826543,24830833,24828688,4290
11846,3483720,1,27830862,27831079,27830970,217
11847,3483720,2,12147671,12147709,12147690,38
11848,3483720,2,19007789,19008000,19007894,211
11849,3483720,3,11154315,11154462,11154388,147
11850,3483720,4,853453,853530,853491,77
11851,3483720,5,2092320,2093160,2092740,840
11852,3483721,1,6664379,6664518,6664448,139
11853,3483721,2,7570107,7572000,7571053,1893
11854,3483721,2,17916319,17916844,17916581,525
11855,3483721,3,10706813,10711007,10708910,4194
11856,3483721,3,20752736,20753334,20753035,598
11857,3483721,4,1533596,1533646,1533621,50
11858,3483721,4,6362366,6362444,6362405,78
11859,3483721,4,12136415,12137229,12136822,814
11860,3483721,5,8848091,8848517,8848304,426
11861,3483721,5,17144954,17145346,17145150,392
11862,3483721,5,21455569,21455602,21455585,33
11863,3483722,1,9992264,9992950,9992607,686
11864,3483722,1,24628799,24630452,24629625,1653
11865,3483722,2,6237302,6237380,6237341,78
11866,3483722,2,12276292,12278875,12277583,2583
11867,3483722,4,7590074,7590383,7590228,309
11868,3483722,4,10019416,10021077,10020246,1661
11869,3483723,1,19796260,19796651,19796455,391
11870,3483723,3,3696484,3697470,3696977,986
11871,3483723,3,16522274,16522649,16522461,375
11872,3483723,3,17018219,17021433,17019826,3214
11873,3483723,4,8857358,8857584,8857471,226
11874,3483723,5,1681342,1681513,1681427,171
11875,3483724,1,25063741,25063747,25063744,6
11876,3483724,3,10172250,10172265,10172257,15
11877,3483724,5,13938064,13938345,13938204,281
11878,3483724,5,16227622,16229205,16228413,1583
11879,3483725,2,17779211,17785473,17782342,6262
11880,3483725,3,7108927,7111970,7110448,3043
11881,3483725,3,16256997,16271728,16264362,14731
11882,3483725,3,17023750,17024236,17023993,486
11883,3483725,3,19913438,19915063,19914250,1625
11884,3483725,4,5754990,5755064,5755027,74
11885,3483726,1,18054469,18055223,18054846,754
11886,3483726,1,27180520,27183587,27182053,3067
11887,3483726,2,338959,339203,339081,244
11888,3483726,2,8541036,8541052,8541044,16
11889,3483726,2,17951949,17951995,17951972,46
11890,3483726,3,17425576,17425774,17425675,198
11891,3483726,5,17180004,17180214,17180109,210
11892,3483727,1,8358591,8358831,8358711,240
11893,3483727,1,18239882,18240108,18239995,226
11894,3483727,1,26968945,26968991,26968968,46
11895,3483727,3,3432363,3432928,3432645,565
11896,3483727,3,10332687,10332905,10332796,218
11897,3483727,4,11519729,11520571,11520150,842
11898,3483727,5,2552716,2553497,2553106,781
11899,3483727,5,4198922,4198978,4198950,56
11900,3483728,1,7043910,7045933,7044921,2023
11901,3483728,1,20002249,20002381,20002315,132
11902,3483728,1,29046544,29047894,29047219,1350
11903,3483728,2,1492618,1492710,1492664,92
11904,3483728,3,22004628,22004869,22004748,241
11905,3483728,4,8342548,8344891,8343719,2343
11906,3483728,4,10149915,10150852,10150383,937
11907,3483728,5,255464,255866,255665,402
11908,3483728,5,16946313,16946528,16946420,215
11909,3483728,5,20083993,20084588,20084290,595
11910,3483729,1,16135258,16135421,16135339,163
11911,3483729,1,25612952,25612989,25612970,37
11912,3483729,3,7985589,7987074,7986331,1485
11913,3483729,3,16622423,16622513,16622468,90
11914,3483729,4,5388336,5388794,5388565,458
11915,3483729,5,3048902,3049905,3049403,1003
11916,3483729,5,7123051,7126265,7124658,3214
11917,3483730,1,4472154,4472189,4472171,35
11918,3483730,1,17034847,17051000,17042923,16153
11919,3483730,2,11055639,11056383,11056011,744
11920,3483730,3,7349024,7349115,7349069,91
11921,3483730,3,16831134,16831299,16831216,165
11922,3483730,4,6354810,6354860,6354835,50
11923,3483730,4,17659254,17660259,17659756,1005
11924,3483730,5,877541,878003,877772,462
11925,3483730,5,8737721,8738214,8737967,493
11926,3483730,5,15253878,15254013,15253945,135
11927,3483731,1,7494250,7494294,7494272,44
11928,3483731,2,213845,218572,216208,4727
11929,3483731,2,7577200,7577855,7577527,655
11930,3483731,2,10181225,10182548,10181886,1323
11931,3483731,3,586407,586810,586608,403
11932,3483731,3,7718529,7719108,7718818,579
11933,3483731,3,18532093,18532292,18532192,199
11934,3483731,3,20006825,20006970,20006897,145
11935,3483731,4,5241609,5242077,5241843,468
11936,3483731,5,506803,506887,506845,84
11937,3483731,5,3476872,3476880,3476876,8
11938,3483731,5,17594695,17594794,17594744,99
11939,3483731,5,18499820,18502528,18501174,2708
11940,3483732,1,21353954,21354300,21354127,346
11941,3483732,1,26330784,26331428,26331106,644
11942,3483732,3,5454080,5454177,5454128,97
11943,3483732,4,8897575,8897940,8897757,365
11944,3483732,4,15823798,15827304,15825551,3506
11945,3483733,1,4561925,4563230,4562577,1305
11946,3483733,2,371318,373365,372341,2047
11947,3483733,2,10533585,10533629,10533607,44
11948,3483733,3,10953071,10953322,10953196,251
11949,3483733,4,6228804,6230746,6229775,1942
11950,3483733,5,4835234,4836797,4836015,1563
11951,3483733,5,18185839,18185928,18185883,89
11952,3483733,5,20001472,20001776,20001624,304
11953,3483734,1,5131879,5132391,5132135,512
11954,3483734,1,12532425,12532455,12532440,30
11955,3483734,1,16405700,16405744,16405722,44
11956,3483734,1,29483058,29483748,29483403,690
11957,3483734,2,6242419,6243040,6242729,621
11958,3483734,2,6243040,6244110,6243575,1070
11959,3483734,2,15960597,15960649,15960623,52
11960,3483734,3,6672200,6673441,6672820,1241
11961,3483734,4,305713,306895,306304,1182
11962,3483734,5,6043935,6044020,6043977,85
11963,3483734,5,16191800,16192143,16191971,343
11964,3483735,1,16647986,16648057,16648021,71
11965,3483735,1,25392933,25393221,25393077,288
11966,3483735,2,9604299,9607582,9605940,3283
11967,3483735,3,4331538,4332030,4331784,492
11968,3483735,3,16036372,16036800,16036586,428
11969,3483735,4,387454,390127,388790,2673
11970,3483735,4,9768732,9768827,9768779,95
11971,3483735,5,1817726,1819425,1818575,1699
11972,3483735,5,24251927,24252120,24252023,193
11973,3483736,1,4307369,4307406,4307387,37
11974,3483736,1,11935714,11936615,11936164,901
11975,3483736,1,23998861,23999172,23999016,311
11976,3483736,2,9715834,9716578,9716206,744
11977,3483736,3,1776074,1776477,1776275,403
11978,3483736,3,8137292,8137573,8137432,281
11979,3483736,4,15859785,15859906,15859845,121
11980,3483736,5,8217137,8218493,8217815,1356
11981,3483736,5,23935787,23937228,23936507,1441
11982,3483737,1,28921564,28922256,28921910,692
11983,3483737,2,9979507,9980582,9980044,1075
11984,3483737,3,6478860,6479235,6479047,375
11985,3483737,3,11913040,11913839,11913439,799
11986,3483737,3,15603035,15603503,15603269,468
11987,3483737,4,11007788,11010953,11009370,3165
11988,3483737,5,26568250,26568344,26568297,94
11989,3483738,1,2520048,2520128,2520088,80
11990,3483738,1,22802535,22802681,22802608,146
11991,3483738,1,24495844,24496851,24496347,1007
11992,3483738,1,28355801,28356313,28356057,512
11993,3483738,1,30409553,30409757,30409655,204
11994,3483738,2,10076422,10077001,10076711,579
11995,3483738,3,6216890,6218006,6217448,1116
11996,3483738,3,19626549,19626874,19626711,325
11997,3483738,4,5315342,5315882,5315612,540
11998,3483738,5,2367945,2368057,2368001,112
11999,3483739,1,9812854,9812894,9812874,40
12000,3483739,1,29482990,29483748,29483369,758
12001,3483739,2,11529307,11529607,11529457,300
12002,3483739,3,9982503,9982758,9982630,255
12003,3483739,5,9044516,9045619,9045067,1103
12004,3483739,5,23474745,23475672,23475208,927
12005,3483740,1,2819102,2819549,2819325,447
12006,3483740,1,4542102,4542122,4542112,20
12007,3483740,1,28433951,28436868,28435409,2917
12008,3483740,2,1553919,1554358,1554138,439
12009,3483740,2,17686556,17687000,17686778,444
12010,3483740,4,155872,156431,156151,559
12011,3483740,5,24769429,24770159,24769794,730
12012,3483741,1,9859326,9860916,9860121,1590
12013,3483741,1,10427956,10428325,10428140,369
12014,3483741,2,7820906,7822963,7821934,2057
12015,3483741,2,10083425,10083610,10083517,185
12016,3483741,4,8602194,8604632,8603413,2438
12017,3483741,5,7461802,7462308,7462055,506
12018,3483741,5,19691532,19691613,19691572,81
12019,3483742,1,8187765,8187797,8187781,32
12020,3483742,1,25233085,25233302,25233193,217
12021,3483742,3,7559462,7559691,7559576,229
12022,3483742,3,17547879,17549329,17548604,1450
12023,3483742,3,20619143,20620584,20619863,1441
12024,3483742,4,5143672,5143808,5143740,136
12025,3483742,4,10000741,10001780,10001260,1039
12026,3483742,4,17124227,17125420,17124823,1193
12027,3483742,5,4189090,4190263,4189676,1173
12028,3483742,5,9416727,9416728,9416727,1
12029,3483742,5,25515715,25515992,25515853,277
12030,3483742,5,26059221,26060559,26059890,1338
12031,3483743,1,13077108,13077389,13077248,281
12032,3483743,1,28181538,28182172,28181855,634
12033,3483743,2,2100291,2100416,2100353,125
12034,3483743,3,8497369,8497891,8497630,522
12035,3483743,3,18302585,18302824,18302704,239
12036,3483743,4,11521078,11521774,11521426,696
12037,3483743,5,7243965,7244125,7244045,160
12038,3483743,5,9819761,9821680,9820720,1919
12039,3483743,5,25804395,25804974,25804684,579
12040,3483744,1,4360915,4361059,4360987,144
12041,3483744,1,12343470,12343651,12343560,181
12042,3483744,2,1007543,1007797,1007670,254
12043,3483744,3,18410127,18410555,18410341,428
12044,3483744,4,13832813,13835794,13834303,2981
12045,3483744,5,14648303,14652481,14650392,4178
12046,3483744,5,15214304,15214469,15214386,165
12047,3483744,5,21455400,21455569,21455484,169
12048,3483744,5,25162532,25162835,25162683,303
12049,3483745,1,24388881,24388914,24388897,33
12050,3483745,2,8935421,8935452,8935436,31
12051,3483745,2,18640430,18640700,18640565,270
12052,3483745,2,19048343,19048717,19048530,374
12053,3483745,3,1544880,1545370,1545125,490
12054,3483745,3,14942879,14943258,14943068,379
12055,3483745,4,11705341,11705886,11705613,545
12056,3483745,4,18295835,18296295,18296065,460
12057,3483745,5,1258716,1259321,1259018,605
12058,3483746,1,12956176,12956256,12956216,80
12059,3483746,1,29783698,29784304,29784001,606
12060,3483746,4,175816,176314,176065,498
12061,3483746,4,8099194,8099221,8099207,27
12062,3483746,5,1774068,1776446,1775257,2378
12063,3483746,5,18582830,18585901,18584365,3071
12064,3483747,1,4889209,4889425,4889317,216
12065,3483747,1,24368797,24368836,24368816,39
12066,3483747,2,5648984,5650782,5649883,1798
12067,3483747,2,6285965,6286866,6286415,901
12068,3483747,2,15397625,15398520,15398072,895
12069,3483747,3,22491920,22492050,22491985,130
12070,3483747,5,18878803,18879423,18879113,620
12071,3483748,1,9461452,9462249,9461850,797
12072,3483748,3,21146188,21146384,21146286,196
12073,3483748,4,16498013,16498108,16498060,95
12074,3483748,5,9676159,9676301,9676230,142
12075,3483748,5,15463501,15466448,15464974,2947
12076,3483749,1,5127313,5127398,5127355,85
12077,3483749,1,26654287,26654289,26654288,2
12078,3483749,1,27307346,27309452,27308399,2106
12079,3483749,2,6904221,6904759,6904490,538
12080,3483749,2,11674083,11674125,11674104,42
12081,3483749,3,302598,303169,302883,571
12082,3483749,3,9396404,9398387,9397395,1983
12083,3483749,4,9943973,9944028,9944000,55
12084,3483749,5,18610407,18610774,18610590,367
12085,3483749,5,21765750,21766288,21766019,538
12086,3483750,1,16970797,16970932,16970864,135
12087,3483750,2,2424152,2424387,2424269,235
12088,3483750,2,10217046,10217368,10217207,322
12089,3483750,3,20031317,20032134,20031725,817
12090,3483750,4,653570,653610,653590,40
12091,3483751,1,357629,362193,359911,4564
12092,3483751,1,13983651,13984424,13984037,773
12093,3483751,1,29183103,29183540,29183321,437
12094,3483751,2,9670893,9670986,9670939,93
12095,3483751,2,12595757,12596184,12595970,427
12096,3483751,3,900949,901089,901019,140
12097,3483751,3,11368036,11368221,11368128,185
12098,3483751,4,13988073,13992357,13990215,4284
12099,3483751,5,5717017,5718060,5717538,1043
12100,3483751,5,6977463,6977942,6977702,479
12101,3483751,5,20003325,20003855,20003590,530
12102,3483752,1,13144768,13145626,13145197,858
12103,3483752,1,16024794,16025132,16024963,338
12104,3483752,1,16647325,16647810,16647567,485
12105,3483752,1,18426030,18426350,18426190,320
12106,3483752,1,22982489,22982837,22982663,348
12107,3483752,1,25397048,25400076,25398562,3028
12108,3483752,1,26143440,26143675,26143557,235
12109,3483752,2,99910,99936,99923,26
12110,3483752,2,5322190,5322332,5322261,142
12111,3483752,2,6860552,6860611,6860581,59
12112,3483752,2,7649780,7654825,7652302,5045
12113,3483752,2,8252877,8254632,8253754,1755
12114,3483752,2,8918602,8918760,8918681,158
12115,3483752,2,11166615,11167900,11167257,1285
12116,3483752,3,8920698,8921159,8920928,461
12117,3483752,3,11210960,11211350,11211155,390
12118,3483752,4,6203400,6203422,6203411,22
12119,3483752,4,11675307,11675679,11675493,372
12120,3483752,5,9125325,9125334,9125329,9
12121,3483753,1,6867907,6868764,6868335,857
12122,3483753,1,16148363,16148426,16148394,63
12123,3483753,2,802984,803546,803265,562
12124,3483753,2,10372178,10372418,10372298,240
12125,3483753,2,14727467,14727781,14727624,314
12126,3483753,3,22902335,22902986,22902660,651
12127,3483753,4,18120567,18121479,18121023,912
12128,3483753,5,13749219,13750806,13750012,1587
12129,3483753,5,25761593,25762070,25761831,477
12130,3483754,1,19541292,19541437,19541364,145
12131,3483754,1,20013179,20013232,20013205,53
12132,3483754,1,20496195,20497575,20496885,1380
12133,3483754,1,25806808,25806817,25806812,9
12134,3483754,1,30416501,30416591,30416546,90
12135,3483754,2,14023715,14023823,14023769,108
12136,3483754,3,2525815,2525876,2525845,61
12137,3483754,3,17484558,17484727,17484642,169
12138,3483754,4,7305136,7305192,7305164,56
12139,3483754,4,9392816,9393065,9392940,249
12140,3483754,4,14707366,14707664,14707515,298
12141,3483754,4,17799203,17800053,17799628,850
12142,3483754,5,1932158,1932376,1932267,218
12143,3483755,1,10950920,10951985,10951452,1065
12144,3483755,1,12912929,12913001,12912965,72
12145,3483755,2,2231116,2231274,2231195,158
12146,3483755,2,18493635,18493736,18493685,101
12147,3483755,3,17638075,17638278,17638176,203
12148,3483755,4,1441087,1441275,1441181,188
12149,3483755,4,5147314,5147931,5147622,617
12150,3483755,4,17376705,17377239,17376972,534
12151,3483755,5,61236,63408,62322,2172
12152,3483755,5,26630306,26630727,26630516,421
12153,3483756,1,26240886,26241078,26240982,192
12154,3483756,2,10041198,10041348,10041273,150
12155,3483756,4,10132479,10132685,10132582,206
12156,3483756,4,11399326,11399524,11399425,198
12157,3483756,5,7979855,7980019,7979937,164
12158,3483756,5,21968969,21969915,21969442,946
12159,3483757,1,3021141,3021292,3021216,151
12160,3483757,1,18180239,18181724,18180981,1485
12161,3483757,3,7535172,7535773,7535472,601
12162,3483757,3,11746681,11748041,11747361,1360
12163,3483757,4,560492,560572,560532,80
12164,3483757,4,6291220,6291685,6291452,465
12165,3483757,5,6619840,6619861,6619850,21
12166,3483757,5,20950224,20950669,20950446,445
12167,3483757,5,24982629,24982679,24982654,50
12168,3483758,1,11461604,11461611,11461607,7
12169,3483758,2,7039963,7040107,7040035,144
12170,3483758,3,17089319,17089493,17089406,174
12171,3483758,3,18904550,18904687,18904618,137
12172,3483758,4,924306,924715,924510,409
12173,3483758,4,8871234,8871482,8871358,248
12174,3483758,5,8747438,8747476,8747457,38
12175,3483758,5,15753113,15753484,15753298,371
12176,3483759,1,4131124,4133183,4132153,2059
12177,3483759,1,8530728,8531111,8530919,383
12178,3483759,1,11113812,11116278,11115045,2466
12179,3483759,1,17864468,17865149,17864808,681
12180,3483759,3,1958959,1960320,1959639,1361
12181,3483759,3,9337656,9338252,9337954,596
12182,3483759,3,23290059,23290413,23290236,354
12183,3483759,4,360298,360353,360325,55
12184,3483759,5,17594794,17594898,17594846,104
12185,3483759,5,18367239,18369751,18368495,2512
12186,3483760,1,13095092,13095533,13095312,441
12187,3483760,2,1640307,1640430,1640368,123
12188,3483760,3,5156186,5156322,5156254,136
12189,3483760,3,16548560,16548742,16548651,182
12190,3483760,4,5309225,5309726,5309475,501
12191,3483760,4,9420539,9420556,9420547,17
12192,3483760,5,7738164,7743066,7740615,4902
12193,3483760,5,9434818,9434991,9434904,173
12194,3483760,5,19430207,19431057,19430632,850
12195,3483760,5,26530569,26532250,26531409,1681
12196,3483761,1,11850932,11851125,11851028,193
12197,3483761,1,13159056,13159135,13159095,79
12198,3483761,1,20431467,20431907,20431687,440
12199,3483761,2,9563549,9564274,9563911,725
12200,3483761,2,12781787,12782389,12782088,602
12201,3483761,4,1397528,1398389,1397958,861
12202,3483761,4,8377972,8380345,8379158,2373
12203,3483761,5,9619053,9619835,9619444,782
12204,3483762,1,8173605,8174167,8173886,562
12205,3483762,1,19506833,19507657,19507245,824
12206,3483762,3,7650421,7651279,7650850,858
12207,3483762,3,11047119,11047198,11047158,79
12208,3483762,4,8604836,8608007,8606421,3171
12209,3483763,1,11108609,11108858,11108733,249
12210,3483763,1,12967550,12967588,12967569,38
12211,3483763,2,10536907,10539009,10537958,2102
12212,3483763,2,14535713,14535810,14535761,97
12213,3483763,3,1177533,1177790,1177661,257
12214,3483763,3,15616700,15618231,15617465,1531
12215,3483763,3,17506272,17506498,17506385,226
12216,3483763,4,7592023,7592563,7592293,540
12217,3483763,4,15025272,15025708,15025490,436
12218,3483763,5,2077767,2078052,2077909,285
12219,3483763,5,9990810,9990937,9990873,127
12220,3483763,5,26804379,26804519,26804449,140
12221,3483764,1,4108627,4109833,4109230,1206
12222,3483764,1,6619970,6620119,6620044,149
12223,3483764,2,6802392,6802479,6802435,87
12224,3483764,2,15603774,15613084,15608429,9310
12225,3483764,4,11423973,11426043,11425008,2070
12226,3483764,5,16840757,16840930,16840843,173
12227,3483764,5,17926060,17926353,17926206,293
12228,3483765,1,2403758,2404671,2404214,913
12229,3483765,1,13140606,13140907,13140756,301
12230,3483765,1,28417570,28418016,28417793,446
12231,3483765,2,19244347,19247800,19246073,3453
12232,3483765,3,15076685,15076855,15076770,170
12233,3483765,5,16006490,16006643,16006566,153
12234,3483766,1,9213362,9213916,9213639,554
12235,3483766,1,29870971,29871444,29871207,473
12236,3483766,2,11095697,11096359,11096028,662
12237,3483766,2,19017189,19017227,19017208,38
12238,3483766,3,6230378,6230444,6230411,66
12239,3483766,4,868157,868337,868247,180
12240,3483766,4,10466183,10466399,10466291,216
12241,3483766,5,18703706,18704295,18704000,589
12242,3483767,1,13077108,13077389,13077248,281
12243,3483767,1,19095031,19095565,19095298,534
12244,3483767,1,23402042,23402056,23402049,14
12245,3483767,2,7160242,7160950,7160596,708
12246,3483767,2,19003326,19003436,19003381,110
12247,3483767,3,9971356,9973594,9972475,2238
